title,contentId,artistName,completitionYear,image,artistUrl,genre,material,style,technique,for_model,image_path,image_size,image_width,image_height,image_new_size,image_new_width,image_new_height,image_new_path
Spettacolo all'aperto,310083,Adami Valerio,1967.0,https://uploads2.wikiart.org/images/valerio-adami/spettacolo-all-aperto-1967.jpg!Large.jpg,valerio-adami,figurative,,Pop Art,,1.0,wikiart-master/wiki_art_saved/images/valerio-adami/1967/310083.jpg,"(606, 480)",606,480,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/valerio-adami_1967_310083.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/valerio-adami_1967_310083.jpg
Nude with Covered Legs,222001,Bonnard Pierre,1911.0,https://uploads4.wikiart.org/images/pierre-bonnard/nude-with-covered-legs-1911.jpg!Large.jpg,pierre-bonnard,nude painting (nu),,Post-Impressionism,,1.0,wikiart-master/wiki_art_saved/images/pierre-bonnard/1911/222001.jpg,"(406, 924)",406,924,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1911_222001.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1911_222001.jpg
St. George Slaying the Dragon,9223372032559849043,Aachen Hans von ,,https://uploads1.wikiart.org/00286/images/hans-von-aachen/st-george-slaying-the-dragon.jpg!Large.jpg,hans-von-aachen,religious painting,,Mannerism (Late Renaissance),,1.0,wikiart-master/wiki_art_saved/images/hans-von-aachen/unknown-year/9223372032559849043.jpg,"(564, 448)",564,448,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/hans-von-aachen_unknown-year_9223372032559849043.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/hans-von-aachen_unknown-year_9223372032559849043.jpg
Welsh Shepherds,360817,David Cox,1841.0,https://uploads1.wikiart.org/images/david-cox/welsh-shepherds-1841.jpg!Large.jpg,david-cox,genre painting,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/david-cox/1841/360817.jpg,"(800, 597)",800,597,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/david-cox_1841_360817.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/david-cox_1841_360817.jpg
"Capturing of Swedish 44 gun frigate Venus by Russian 22 gun cutter Merkuriy of June 1, 1789",261078,Bogolyubov Alexey,1845.0,https://uploads3.wikiart.org/images/alexey-bogolyubov/capturing-of-swedish-44-gun-frigate-venus-by-russian-22-gun-cutter-merkuriy-of-june-1-1789-1845.jpg!Large.jpg,alexey-bogolyubov,marina,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/alexey-bogolyubov/1845/261078.jpg,"(699, 461)",699,461,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/alexey-bogolyubov_1845_261078.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/alexey-bogolyubov_1845_261078.jpg
Mamy,9223372032559859286,Abbati Giuseppe,,https://uploads6.wikiart.org/00313/images/giuseppe-abbati/mamy.jpg!Large.jpg,giuseppe-abbati,genre painting,,Realism,,1.0,wikiart-master/wiki_art_saved/images/giuseppe-abbati/unknown-year/9223372032559859286.jpg,"(381, 512)",381,512,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/giuseppe-abbati_unknown-year_9223372032559859286.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/giuseppe-abbati_unknown-year_9223372032559859286.jpg
Still life with flowers or the Venus of Cyrene,221965,Bonnard Pierre,1930.0,https://uploads5.wikiart.org/images/pierre-bonnard/not_detected_221965.jpg!Large.jpg,pierre-bonnard,still life,,Intimism,,1.0,wikiart-master/wiki_art_saved/images/pierre-bonnard/1930/221965.jpg,"(2018, 898)",2018,898,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1930_221965.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/pierre-bonnard_1930_221965.jpg
Alice,348306,Blackman Charles,,https://uploads4.wikiart.org/images/charles-blackman/alice-8.jpg!Large.jpg,charles-blackman,literary painting,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/charles-blackman/unknown-year/348306.jpg,"(600, 400)",600,400,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/charles-blackman_unknown-year_348306.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/charles-blackman_unknown-year_348306.jpg
Portrait of Henry Callender Standing Full-length in a Landscape in the Attire of Captain General of the Blackheath Golf Club,9223372032559845069,Abbott Lemuel Francis,,https://uploads4.wikiart.org/00266/images/lemuel-francis-abbott/lemuel-francis-abbott-portrait-of-henry-callender-standing-full-length-in-a-landscape-in-the-attire.jpg!Large.jpg,lemuel-francis-abbott,portrait,,Rococo,,1.0,wikiart-master/wiki_art_saved/images/lemuel-francis-abbott/unknown-year/9223372032559845069.jpg,"(973, 1600)",973,1600,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/lemuel-francis-abbott_unknown-year_9223372032559845069.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/lemuel-francis-abbott_unknown-year_9223372032559845069.jpg
War Scene,282589,Souto Arturo,1937.0,https://uploads0.wikiart.org/images/arturo-souto/war-scene-1937-2.jpg!Large.jpg,arturo-souto,genre painting,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/arturo-souto/1937/282589.jpg,"(800, 601)",800,601,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/arturo-souto_1937_282589.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/arturo-souto_1937_282589.jpg
Taxi Stand,299151,Smart Jeffrey,,https://uploads4.wikiart.org/images/jeffrey-smart/taxi-stand.jpg!Large.jpg,jeffrey-smart,cityscape,,Hyper-Realism,,1.0,wikiart-master/wiki_art_saved/images/jeffrey-smart/unknown-year/299151.jpg,"(450, 375)",450,375,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/jeffrey-smart_unknown-year_299151.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/jeffrey-smart_unknown-year_299151.jpg
Ceret Landscape,229039,Soutine Chaim,1919.0,https://uploads0.wikiart.org/images/chaim-soutine/ceret-landscape.jpg!Large.jpg,chaim-soutine,landscape,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/chaim-soutine/1919/229039.jpg,"(628, 507)",628,507,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/chaim-soutine_1919_229039.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/chaim-soutine_1919_229039.jpg
Landscape,9223372032559899691,Streng Henryk,1929.0,https://uploads6.wikiart.org/00395/images/henryk-streng/landscape-1929-1.jpg!Large.jpg,henryk-streng,figurative,,Surrealism,,1.0,wikiart-master/wiki_art_saved/images/henryk-streng/1929/9223372032559899691.jpg,"(482, 300)",482,300,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/henryk-streng_1929_9223372032559899691.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/henryk-streng_1929_9223372032559899691.jpg
Double Aegean Sun-Box,285990,Stamos Theodoros,1968.0,https://uploads5.wikiart.org/images/theodoros-stamos/double-aegean-sun-box-1968.jpg!Large.jpg,theodoros-stamos,abstract,,Color Field Painting,,1.0,wikiart-master/wiki_art_saved/images/theodoros-stamos/1968/285990.jpg,"(500, 230)",500,230,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/theodoros-stamos_1968_285990.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/theodoros-stamos_1968_285990.jpg
The Suffolk Hunt- Gone Away,9223372032559844640,Sr. John Frederick Herring,1833.0,https://uploads4.wikiart.org/00264/images/john-frederick-herring-sr/john-frederick-herring-the-suffolk-hunt-gone-away-google-art-project.jpg!Large.jpg,john-frederick-herring-sr,"genre painting, animal painting",,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/john-frederick-herring-sr/1833/9223372032559844640.jpg,"(4509, 3294)",4509,3294,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/john-frederick-herring-sr_1833_9223372032559844640.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/john-frederick-herring-sr_1833_9223372032559844640.jpg
Woman at a Piano,267938,Boldini Giovanni,1879.0,https://uploads4.wikiart.org/images/giovanni-boldini/woman-at-a-piano.jpg!Large.jpg,giovanni-boldini,genre painting,,Realism,,1.0,wikiart-master/wiki_art_saved/images/giovanni-boldini/1879/267938.jpg,"(1866, 2000)",1866,2000,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_1879_267938.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/giovanni-boldini_1879_267938.jpg
Portrait of Walborg Jakobsson,9223372032559837685,Danielson-Gambogi Elin,,https://uploads8.wikiart.org/00223/images/danielson-gambogi-elin/gambogi-walborg-jakobsson.jpg!Large.jpg,danielson-gambogi-elin,genre painting,,Realism,,1.0,wikiart-master/wiki_art_saved/images/danielson-gambogi-elin/unknown-year/9223372032559837685.jpg,"(426, 560)",426,560,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/danielson-gambogi-elin_unknown-year_9223372032559837685.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/danielson-gambogi-elin_unknown-year_9223372032559837685.jpg
Salome,273067,Stuck Franz,1906.0,https://uploads3.wikiart.org/images/franz-stuck/salome-1906.jpg!Large.jpg,franz-stuck,religious painting,,Art Nouveau (Modern),,1.0,wikiart-master/wiki_art_saved/images/franz-stuck/1906/273067.jpg,"(2337, 2289)",2337,2289,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/franz-stuck_1906_273067.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/franz-stuck_1906_273067.jpg
Pont - L'Albbé,291247,Souza-Cardoso Amadeo de,1907.0,https://uploads2.wikiart.org/images/amadeo-de-souza-cardoso/pont-l-albb-1907.jpg!Large.jpg,amadeo-de-souza-cardoso,landscape,,Impressionism,,1.0,wikiart-master/wiki_art_saved/images/amadeo-de-souza-cardoso/1907/291247.jpg,"(640, 467)",640,467,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/amadeo-de-souza-cardoso_1907_291247.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/amadeo-de-souza-cardoso_1907_291247.jpg
Madame Pasca,303069,Bonnat Leon,1874.0,https://uploads0.wikiart.org/images/leon-bonnat/madame-pasca-1874.jpg!Large.jpg,leon-bonnat,portrait,,"Academicism, Realism",,1.0,wikiart-master/wiki_art_saved/images/leon-bonnat/1874/303069.jpg,"(516, 864)",516,864,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/leon-bonnat_1874_303069.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/leon-bonnat_1874_303069.jpg
Composition with guitar,291267,Souza-Cardoso Amadeo de,,https://uploads0.wikiart.org/images/amadeo-de-souza-cardoso/composition-with-guitar.jpg!Large.jpg,amadeo-de-souza-cardoso,still life,,Cubism,,1.0,wikiart-master/wiki_art_saved/images/amadeo-de-souza-cardoso/unknown-year/291267.jpg,"(397, 512)",397,512,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/amadeo-de-souza-cardoso_unknown-year_291267.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/amadeo-de-souza-cardoso_unknown-year_291267.jpg
Der Milchtopf,9223372032559845271,Stokes Marianne,,https://uploads6.wikiart.org/00266/images/marianne-stokes/marianne-preindlsberger-stokes-der-milchtopf.jpg!Large.jpg,marianne-stokes,genre painting,,Art Nouveau (Modern),,1.0,wikiart-master/wiki_art_saved/images/marianne-stokes/unknown-year/9223372032559845271.jpg,"(2845, 3756)",2845,3756,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/marianne-stokes_unknown-year_9223372032559845271.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/marianne-stokes_unknown-year_9223372032559845271.jpg
Portrait De Madeleine Aubry,9223372032559906128,Abbéma Louise,,https://uploads3.wikiart.org/00437/images/louise-abbema/1917portrait-de-madeleine-aubry2-1917.jpg!Large.jpg,louise-abbema,portrait,,,,1.0,wikiart-master/wiki_art_saved/images/louise-abbema/unknown-year/9223372032559906128.jpg,"(2736, 3368)",2736,3368,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/louise-abbema_unknown-year_9223372032559906128.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/louise-abbema_unknown-year_9223372032559906128.jpg
Rolled Scalp,279976,Bodmer Karl,1832.0,https://uploads0.wikiart.org/images/karl-bodmer/rolled-scalp-1832.jpg!Large.jpg,karl-bodmer,portrait,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/karl-bodmer/1832/279976.jpg,"(601, 826)",601,826,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/karl-bodmer_1832_279976.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/karl-bodmer_1832_279976.jpg
Watermelons,300833,Stahi Constantin,1907.0,https://uploads4.wikiart.org/images/constantin-stahi/watermelons-1907.jpg!Large.jpg,constantin-stahi,still life,,Realism,,1.0,wikiart-master/wiki_art_saved/images/constantin-stahi/1907/300833.jpg,"(1000, 539)",1000,539,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/constantin-stahi_1907_300833.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/constantin-stahi_1907_300833.jpg
A Young Girl in a Red Dress (Girl with a Letter),239063,Somov Konstantin,1912.0,https://uploads7.wikiart.org/images/konstantin-somov/a-young-girl-in-a-red-dress-girl-with-a-letter.jpg!Large.jpg,konstantin-somov,portrait,,Symbolism,,1.0,wikiart-master/wiki_art_saved/images/konstantin-somov/1912/239063.jpg,"(903, 1000)",903,1000,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1912_239063.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/konstantin-somov_1912_239063.jpg
Self-portrait,251783,Steen Jan,1670.0,https://uploads3.wikiart.org/images/jan-steen/self-portrait.jpg!Large.jpg,jan-steen,self-portrait,,Baroque,,1.0,wikiart-master/wiki_art_saved/images/jan-steen/1670/251783.jpg,"(1376, 1600)",1376,1600,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/jan-steen_1670_251783.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/jan-steen_1670_251783.jpg
Boats,282655,Souto Arturo,,https://uploads7.wikiart.org/images/arturo-souto/boats.jpg!Large.jpg,arturo-souto,marina,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/arturo-souto/unknown-year/282655.jpg,"(800, 624)",800,624,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/arturo-souto_unknown-year_282655.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/arturo-souto_unknown-year_282655.jpg
Nocturnal Serenade,251761,Steen Jan,1675.0,https://uploads4.wikiart.org/images/jan-steen/nocturnal-serenade-1675.jpg!Large.jpg,jan-steen,genre painting,,Baroque,,1.0,wikiart-master/wiki_art_saved/images/jan-steen/1675/251761.jpg,"(711, 1000)",711,1000,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/jan-steen_1675_251761.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/jan-steen_1675_251761.jpg
Towboat leaving the port of Ostend at heyday,9223372032559859467,Achenbach Andreas,1882.0,https://uploads3.wikiart.org/00313/images/andreas-achenbach/andreas-achenbach-ein-schlepper-verl-sst-den-hafen-von-ostende-bei-flut.jpg!Large.jpg,andreas-achenbach,marina,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/andreas-achenbach/1882/9223372032559859467.jpg,"(6554, 4479)",6554,4479,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/andreas-achenbach_1882_9223372032559859467.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/andreas-achenbach_1882_9223372032559859467.jpg
"Survivors, In Praise of Sandro Botticelli",9223372032559809389,Aghdashloo Aydin,,https://uploads3.wikiart.org/00107/images/aydin-aghdashloo/3.jpg!Large.jpg,aydin-aghdashloo,portrait,,,,1.0,wikiart-master/wiki_art_saved/images/aydin-aghdashloo/unknown-year/9223372032559809389.jpg,"(1200, 1699)",1200,1699,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/aydin-aghdashloo_unknown-year_9223372032559809389.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/aydin-aghdashloo_unknown-year_9223372032559809389.jpg
Vesuvius landscape,9223372032559875706,Ahlborn August,1852.0,https://uploads3.wikiart.org/00342/images/august-ahlborn/august-ahlborn-vesuvlandschaft-1852.jpg!Large.jpg,august-ahlborn,landscape,,Romanticism,,1.0,wikiart-master/wiki_art_saved/images/august-ahlborn/1852/9223372032559875706.jpg,"(1300, 1031)",1300,1031,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/august-ahlborn_1852_9223372032559875706.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/august-ahlborn_1852_9223372032559875706.jpg
Portrait of writer Juliane Déry,273062,Stuck Franz,1895.0,https://uploads5.wikiart.org/images/franz-stuck/portrait-of-writer-juliane-d-ry.jpg!Large.jpg,franz-stuck,portrait,,Symbolism,,1.0,wikiart-master/wiki_art_saved/images/franz-stuck/1895/273062.jpg,"(522, 555)",522,555,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/franz-stuck_1895_273062.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/franz-stuck_1895_273062.jpg
Walk on the 'Ponte Nuovo' in Verona,9223372032559886989,Bianca Angelo Dall'Oca,,https://uploads4.wikiart.org/00384/images/angelo-dalloca-bianca/1477637999873407.jpg!Large.jpg,angelo-dalloca-bianca,genre painting,,Realism,,1.0,wikiart-master/wiki_art_saved/images/angelo-dalloca-bianca/unknown-year/9223372032559886989.jpg,"(2310, 1831)",2310,1831,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/angelo-dalloca-bianca_unknown-year_9223372032559886989.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/angelo-dalloca-bianca_unknown-year_9223372032559886989.jpg
The Rich Old Arab,307997,Stern Irma,1945.0,https://uploads4.wikiart.org/images/irma-stern/the-rich-old-arab-1945.jpg!Large.jpg,irma-stern,portrait,,Expressionism,,1.0,wikiart-master/wiki_art_saved/images/irma-stern/1945/307997.jpg,"(299, 424)",299,424,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/irma-stern_1945_307997.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/irma-stern_1945_307997.jpg
An English Yacht Saluting a Dutch Man-of-war in the Port of Rotterdam,9223372032559847799,Storck Abraham,1708.0,https://uploads4.wikiart.org/00281/images/abraham-storck/storck-abraham-an-english-yacht-saluting-a-dutch-man-of-war-in-the-port-of-rotterdam-google-art.jpg!Large.jpg,abraham-storck,marina,,Baroque,,1.0,wikiart-master/wiki_art_saved/images/abraham-storck/1708/9223372032559847799.jpg,"(4941, 3783)",4941,3783,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/abraham-storck_1708_9223372032559847799.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/abraham-storck_1708_9223372032559847799.jpg
47-1972,340227,Stazewski Henryk,1972.0,https://uploads0.wikiart.org/images/henryk-stazewski/47-1972-1972.jpg!Large.jpg,henryk-stazewski,abstract,,Concretism,,1.0,wikiart-master/wiki_art_saved/images/henryk-stazewski/1972/340227.jpg,"(750, 753)",750,753,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/henryk-stazewski_1972_340227.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/henryk-stazewski_1972_340227.jpg
Worm,300324,Smith Kiki,1992.0,https://uploads0.wikiart.org/images/kiki-smith/worm-1992.jpg!Large.jpg,kiki-smith,figurative,,Feminist Art,,1.0,wikiart-master/wiki_art_saved/images/kiki-smith/1992/300324.jpg,"(500, 344)",500,344,"(256, 256, 'wikiart-master/wiki_art_saved/resized_images_5000/kiki-smith_1992_300324.jpg')",256,256,wikiart-master/wiki_art_saved/resized_images_5000/kiki-smith_1992_300324.jpg
